PACK_ID|PACK_REF|PACK NAME EN|PACK NAME FR|PACK LEVEL|CHECK DUR|PACK OBJECTIVES|PACK RESULTS|PACK CONTENT|PACK HOURS|LESSON DURATION|METHODE|CERTIFICATION|PACK HT|PACK TVA|PACK TTC|NA|PTA|M1|M1 NB L|M1 H|M2|M2 NB L|M2 H|M3|M3 NB L|M3 H|M4|M4 NB L|M4 H|M5|M5 NB L|M5 H|M6|M6 NB L|M6 H|M7|M7 NB L|M7 H|GRAM H|OPEN H|EL H|TOTAL H
||Focusing on Business vocabulary with a specialised HR module|ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - FIRST WEEK IN THE JOB [4]|4|4,00|B1/B1 - Human Resources I [4]|4|4,00|B1 - I LEARN THIS WAY [4]|4|4,00|B1/B2 - Negotiations [4]|4|4,00|B1 - IN YOUR FREE TIME [4]|4|4,00|||0,00|3,00|3,00||30,0
||Meeting interntional colleagues |ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - IN THE OFFICE [3]|3|3,00|B1 - WORK VOCABULARY [4]|4|4,00|B1/B2 - Travelling [4]|4|4,00|B1 - JUST HOW I AM [4]|4|4,00|B1 - CELEBRATE [4]|4|4,00|||0,00|3,00|4,00||30,0
||A perect blend of business and day to day English vocabulary and grammar|ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - THE GREAT OUTDOORS AND BEYOND [4]|4|4,00|B1 - LOOKING TO THE FUTURE [4]|4|4,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - WANDERLUST [4]|4|4,00|B1 - CELEBRATE [4]|4|4,00|||0,00|2,00|4,00||30,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - GOING AWAY [3]|3|3,00|B1/B2 - Business socials III [4]|4|4,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - GOING AWAY [3]|3|3,00|B1 - LOOKING TO THE FUTURE [4]|4|4,00|||0,00|3,00|5,00||30,0
||Looking to improve your day to day English|ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Present perfect practice<br> Present simple vs. present continuous<br> Adjectives and prepositions<br> Asking questions<br> Bucket lists|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - WANDERLUST [4]|4|4,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - EVERYDAY SITUATIONS [4]|4|4,00|B1 - THE GREAT OUTDOORS AND BEYOND [4]|4|4,00|B1 - FAMILY LIFE [3]|3|3,00|||0,00|3,00|4,00||30,0
||Focusing on Business vocabulary with a specialised HR module|ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - FIRST WEEK IN THE JOB [4]|4|4,00|B1/B1 - Human Resources I [4]|4|4,00|B1 - I LEARN THIS WAY [4]|4|4,00|B1/B2 - Negotiations [4]|4|4,00|B1 - IN YOUR FREE TIME [4]|4|4,00|||0,00|3,00|3,00||30,0
||Meeting interntional colleagues |ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B1 - ABOUT MY JOB [3]|3|3,00|B1 - IN THE OFFICE [3]|3|3,00|B1 - WORK VOCABULARY [4]|4|4,00|B1/B2 - Travelling [4]|4|4,00|B1 - JUST HOW I AM [4]|4|4,00|B1 - CELEBRATE [4]|4|4,00|||0,00|3,00|4,00||30,0
||A perect blend of business and day to day English vocabulary and grammar|ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B1 - PEOPLE [3]|3|3,00|B1 - THE GREAT OUTDOORS AND BEYOND [4]|4|4,00|B1 - LOOKING TO THE FUTURE [4]|4|4,00|B1 - IN YOUR FREE TIME [4]|4|4,00|B1 - WANDERLUST [4]|4|4,00|B1 - CELEBRATE [4]|4|4,00|||0,00|2,00|4,00||30,0
|||ANGLAIS INTERMÉDIAIRE - PRÉPARATION DE MA CERTIFICATION|B1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS INTERMÉDIAIRE - REVOIR LES BASES|B1|OK|Travailler la grammaire.|Present perfect practice<br> Present simple vs. present continuous<br> Adjectives and prepositions<br> Asking questions<br> Bucket lists|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS INTERMÉDIAIRE - SITUATIONS PROFESSIONNELLES|B1|OK|Se familiariser avec des situations professionnelles.|Être à l'aise sur la pratique de l'anglais par téléphone et en entretien.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS INTERMÉDIAIRE - LA VIE DE TOUS LES JOURS|B1|OK|Se familiariser avec du vocabulaire et des expressions utiles pour la vie de tous les jours.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS INTERMÉDIAIRE - TRAVAIL ET PLAISIR |B1|OK|Se rendre compte d'être déjà familier avec du vocabulaire anglais|Vous exprimer en utilisant une serie de mot identique ou tres proche du français|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS CONFIRMÉ - PRÉPARATION DE MA CERTIFICATION|B2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification.|Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B2 - ME AND YOU [3]|3|3,00|B2 - GOING TO THE... [4]|4|4,00|B2 - BUSINESS WRITING [4]|4|4,00|B2 - GENERAL VOCABULARY [4]|4|4,00|B2 - I'D LIKE TO SAY ..... (BUSINESS VERSION) [4]|4|4,00|B2 - GETTING WHAT I WANT [4]|4|4,00|||0,00|3,00|3,00||30,0
||Everyday English to designed to push you to the next level with English speaking friends and family|ANGLAIS CONFIRMÉ - LA VIE DE TOUS LES JOURS|B2|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B2 - TO START [4]|4|4,00|B2 - GOING TO THE... [4]|4|4,00|B2 - GENERAL VOCABULARY [4]|4|4,00|B2 - SPECIAL TIMES OF THE YEAR [4]|4|4,00|B2 - HOW DO I LOOK? [5]|5|5,00|B2 - HOBBIES [5]|5|5,00|||0,00||3,00||30,0
||Business talk with a specialised HR module|ANGLAIS CONFIRMÉ - PROFESSIONNEL RH|B2|OK||||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B2 - WORK VOCABULARY [4]|4|4,00|B2 - TRAVELLING FOR BUSINESS [3]|3|3,00|B2 - SKILLS OF AN ENTREPRENEUR [4]|4|4,00|B1/B1 - Human Resources I [4]|4|4,00|B2 - PRONUNCIATION [4]|4|4,00|B2 - DISCUSIONS WITH HR [5]|5|5,00|||0,00|2,00|3,00||30,0
||Conversing with international colleagues and clients|ANGLAIS CONFIRMÉ - SITUATIONS PROFESSIONNELLES|B2|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B2 - WORK VOCABULARY [4]|4|4,00|B2 - CHANGING JOBS [6]|6|6,00|B2 - LIFE ONLINE [4]|4|4,00|B2 - BUSINESS WRITING [4]|4|4,00|B1/B2 - Conducting Meetings [4]|4|4,00|||0,00|||0,00|2,00|5,00||30,0
||A mixture of business and social subjects designed to fill in any gaps in vocabulary and grammar|ANGLAIS CONFIRMÉ - TRAVAIL ET PLAISIR |B2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|B2 - PEOPLE PERSON [4]|4|4,00|B2 - PRONUNCIATION [4]|4|4,00|B2 - THE WORLD AROUND ME [4]|4|4,00|B2 - RESOLVING ARGUEMENTS [3]|3|3,00|B2 - LIFE ONLINE [4]|4|4,00|B2 - SKILLS OF AN ENTREPRENEUR [4]|4|4,00|||0,00|2,00|4,00||30,0
|||ANGLAIS CONFIRMÉ - PRÉPARATION DE MA CERTIFICATION|B2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B2 - ME AND YOU [3]|3|3,00|B2 - GOING TO THE... [4]|4|4,00|B2 - BUSINESS WRITING [4]|4|4,00|B2 - GENERAL VOCABULARY [4]|4|4,00|B2 - I'D LIKE TO SAY ..... (BUSINESS VERSION) [4]|4|4,00|B2 - GETTING WHAT I WANT [4]|4|4,00|||0,00|3,00|3,00||30,0
||Everyday English to designed to push you to the next level with English speaking friends and family|ANGLAIS CONFIRMÉ - LA VIE DE TOUS LES JOURS|B2|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B2 - TO START [4]|4|4,00|B2 - GOING TO THE... [4]|4|4,00|B2 - GENERAL VOCABULARY [4]|4|4,00|B2 - SPECIAL TIMES OF THE YEAR [4]|4|4,00|B2 - HOW DO I LOOK? [5]|5|5,00|B2 - HOBBIES [5]|5|5,00|||0,00||3,00||30,0
||Business talk with a specialised marketing module|ANGLAIS CONFIRMÉ - PROFESSIONNEL MARKETING|B2|OK|Se plonger dans l'univers du marketing en anglais.|Devez operationnel dans l'utilisation de l'anglais technique marketing |9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B2 - WORK VOCABULARY [4]|4|4,00|B2 - TRAVELLING FOR BUSINESS [3]|3|3,00|B2 - SKILLS OF AN ENTREPRENEUR [4]|4|4,00|B1/B1 - Human Resources I [4]|4|4,00|B2 - PRONUNCIATION [4]|4|4,00|B2 - DISCUSIONS WITH HR [5]|5|5,00|||0,00|2,00|3,00||30,0
||Conversing with international colleagues and clients|ANGLAIS CONFIRMÉ - SITUATIONS PROFESSIONNELLES|B2|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B2 - WORK VOCABULARY [4]|4|4,00|B2 - CHANGING JOBS [6]|6|6,00|B2 - LIFE ONLINE [4]|4|4,00|B2 - BUSINESS WRITING [4]|4|4,00|B1/B2 - Conducting Meetings [4]|4|4,00|||0,00|||0,00|2,00|5,00||30,0
||A mixture of business and social subjects designed to fill in any gaps in vocabulary and grammar|ANGLAIS CONFIRMÉ - TRAVAIL ET PLAISIR |B2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|B2 - PEOPLE PERSON [4]|4|4,00|B2 - PRONUNCIATION [4]|4|4,00|B2 - THE WORLD AROUND ME [4]|4|4,00|B2 - RESOLVING ARGUEMENTS [3]|3|3,00|B2 - LIFE ONLINE [4]|4|4,00|B2 - SKILLS OF AN ENTREPRENEUR [4]|4|4,00|||0,00|2,00|4,00||30,0
|||ANGLAIS CONFIRMÉ - PRÉPARATION DE MA CERTIFICATION|B2|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification. |Bien appréhender le déroulement de la certification. Vous préparer au mieux au passage de la certification grace à une simulation Prétendre à obtenir un meilleur score.|Passage d'un test blanc et visualisation des résultats 9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS CONFIRMÉ - SITUATIONS PROFESSIONNELLES|B2|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS CONFIRMÉ - LA VIE DE TOUS LES JOURS|B2|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS CONFIRMÉ - TRAVAIL ET PLAISIR |B2|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS CONFIRMÉ - ACTUALITÉ ET INTÉRÊT|B2|OK|Se former en se focalisant sur des sujets appréciés pour que l'apprentissage soit synonyme de plaisir.|Garder la pratique de la langue et le maintien d'un niveau.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|ELEARNING|LINGUASKILL|200,00 €|40,00 €|240,00 €|||||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||0,00|||30,00|30,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification.|Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles|30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - THIS IS ME [5]|5|5,00|C1/C2 - DESCRIBE IT [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|C1/C2 - WHAT HAPPENED? [4]|4|4,00|||0,00|||0,00|4,00|4,00||30,0
||Day to day English to improve vocabulary and grammar |ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - YUMMY FOOD [5]|5|5,00|C1/C2 - HOBBIES [5]|5|5,00|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - SMALL TALK [4]|4|4,00|||0,00|||0,00|4,00|4,00||30,0
||Business talk - sales and marketing|ANGLAIS AVANCÉ - PROFESSIONNEL COMMERCIAL ET MARKETING|C1|OK|Se plonger dans l'univers du marketing en anglais. et du commercial|Devez operationnel dans l'utilisation de l'anglais technique marketing et commercial||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|C1/C2 - MARKET IT [4]|4|4,00|C1 - Giving presentations [4]|4|4,00|C1/C2 - WORKING TOGETHER [4]|4|4,00|||0,00|||0,00|4,00|5,00||30,0
||Conversing with International colleagues and clients|ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - SMALL TALK [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|C1/C2 - BEING A GOOD MANAGER [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|C1/C2 - WRITE THIS DOWN [4]|4|4,00|||0,00|2,00|4,00||30,0
||Covering a wide range of topics to discuss in the office or down the pub|ANGLAIS AVANCÉ - TRAVAIL ET PLAISIR |C1|OK|Monter en compétence tant sur le plan personnel que professionnel.|Apprendre l'anglais de manière concrète en se basant sur des situations quotidiennes et professionnelles.||30|1|VISIO|LINGUASKILL|1 420,00 €|284,00 €|1 704,00 €|0,5|0,5|C1/C2 - THIS IS ME [5]|5|5,00|C1/C2 - IN THE ELEMENTS [4]|4|4,00|C1/C2 - LET'S GO [3]|3|3,00|C1/C2 - DESCRIBE IT [4]|4|4,00|C1/C2 - CRIME [5]|5|5,00|C1/C2 - HEALTH AND LIFESTYLE [4]|4|4,00|||0,00|1,00|3,00||30,0
|||ANGLAIS AVANCÉ - PRÉPARATION DE MA CERTIFICATION|C1|OK|Se préparer au passage de sa certification. Optimiser ses chances d'obtenir le score souhaité au passage de la certification.|Bien appréhender le déroulement de la certification. Se mettre dans les meilleures dispositions pour le passage de la certification, grâce à une simulation et aux explications du formateur. Prétendre à obtenir un meilleur score.|Passage d'un test blanc  Analyse des résultats par un formateur. Formation, explication des points faibles 9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - THIS IS ME [5]|5|5,00|C1/C2 - DESCRIBE IT [4]|4|4,00|C1/C2 - ENTREPRENEUR [5]|5|5,00|C1/C2 - WHAT HAPPENED? [4]|4|4,00|||0,00|||0,00|4,00|4,00||30,0
||Day to day English to improve vocabulary and grammar |ANGLAIS AVANCÉ - LA VIE DE TOUS LES JOURS|C1|OK|Évoluer vers des discussions intégrant des sujets complexes.|Apprendre l'anglais de façon concrète en se basant sur des situations quotidiennes.|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - YUMMY FOOD [5]|5|5,00|C1/C2 - HOBBIES [5]|5|5,00|C1/C2 - GOING TO THE .... [4]|4|4,00|C1/C2 - SMALL TALK [4]|4|4,00|||0,00|||0,00|4,00|4,00||30,0
||Business talk - sales |ANGLAIS AVANCÉ - PROFESSIONNEL COMMERCIAL|C1|OK|Acquérir l'aisance nécessaire pour vendre un produit ou un service en anglais.|Avoir une approche commerciale professionnelle au travers d'un public international |9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|C1/C2 - GET YOUR POINT ACROSS [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|C1/C2 - MARKET IT [4]|4|4,00|C1 - Giving presentations [4]|4|4,00|C1/C2 - WORKING TOGETHER [4]|4|4,00|||0,00|||0,00|4,00|5,00||30,0
||Conversing with International colleagues and clients|ANGLAIS AVANCÉ - SITUATIONS PROFESSIONNELLES|C1|OK|Devenir irréprochable dans ses relations professionnelles.|Acquérir la maîtrise deux à cinq sujets professionnels au choix|9 mois d'accès illimité à notre plateforme, comprenant entre autres : - Test de niveau<br>- Profil d'apprentissage<br>- 1000 contenus multimédia<br>- Quizs & exercices de validation d'acquis<br>- Bibliothèque de modèles d'email|30|1|VISIO + EL|LINGUASKILL|1 485,00 €|297,00 €|1 782,00 €|0,5|0,5|C1/C2 - INTRODUCTION [3]|3|3,00|C1/C2 - SMALL TALK [4]|4|4,00|C1/C2 - BUSINESS TALK [4]|4|4,00|C1/C2 - GETTING AWAY FROM IT ALL [4]|4|4,00|C1/C2 - TECHNOLOGY [4]|4|4,00|||0,00|||0,00|4,00|6,00||30,0
